year,province,party,votes,seats
2002,Trabzon,ytp,1439,0
2002,Tunceli,dem,13470,0
2002,Tunceli,chp,10188,2
2002,Tunceli,dyp,5477,0
2002,Tunceli,mhp,4075,0
2002,Tunceli,akp,2759,0
2002,Tunceli,anap,1961,0
2002,Tunceli,ytp,897,0
2002,Tunceli,dsp,518,0
2002,Tunceli,other,38,0
2002,Tunceli,bbp,158,0
2002,Tunceli,sp,146,0
2002,Uşak,akp,48197,2
2002,Uşak,chp,43712,1
2002,Uşak,other,94,0
2002,Uşak,dyp,19360,0
2002,Uşak,mhp,18782,0
2002,Uşak,anap,9165,0
2002,Uşak,dsp,3375,0
2002,Uşak,sp,2825,0
2002,Uşak,dem,2805,0
2002,Uşak,ytp,2189,0
2002,Uşak,bbp,2029,0
2002,Van,dem,105520,0
2002,Van,akp,66797,6
2002,Van,dyp,16743,0
2002,Van,chp,13307,1
2002,Van,anap,11570,0
2002,Van,sp,9064,0
2002,Van,mhp,8297,0
2002,Van,other,362,0
2002,Van,dsp,3765,0
2002,Van,bbp,3352,0
2002,Van,ytp,2323,0
2002,Yalova,akp,31681,1
2002,Yalova,chp,16506,1
2002,Yalova,mhp,13891,0
2002,Yalova,dyp,7247,0
2002,Yalova,other,24,0
2002,Yalova,anap,5499,0
2002,Yalova,dem,3626,0
2002,Yalova,sp,1900,0
2002,Yalova,dsp,1127,0
2002,Yalova,ytp,759,0
2002,Yalova,bbp,578,0
2002,Yozgat,akp,123540,5
2002,Yozgat,mhp,31183,0
2002,Yozgat,chp,29130,1
2002,Yozgat,dyp,15885,0
2002,Yozgat,anap,15279,0
2002,Yozgat,other,0,0
2002,Yozgat,sp,5523,0
2002,Yozgat,bbp,4377,0
2002,Yozgat,dem,3599,0
2002,Yozgat,dsp,1169,0
2002,Yozgat,ytp,865,0
2002,Zonguldak,akp,101652,3
2002,Zonguldak,chp,69580,2
2002,Zonguldak,dyp,41916,0
2002,Zonguldak,other,881,0
2002,Zonguldak,anap,28289,0
2002,Zonguldak,mhp,13897,0
2002,Zonguldak,dsp,9786,0
2002,Zonguldak,sp,8599,0
2002,Zonguldak,ytp,6601,0
2002,Zonguldak,dem,4131,0
2002,Zonguldak,bbp,4028,0
